norm_name,github_login,confidence,gh_name,gh_company,followers,method,resolved_at,recheck_after
alex riviere,fimion,HIGH,Alex Riviere,@NexcorFoodSafety ,115,fullname+dominant,2026-06-28,
martin rojas,martinrojas,MED,Martin Rojas,,8,fullname,2026-06-28,2026-09-26
erin schnabel,ebullient,HIGH,Erin Schnabel,"@IBM, @commonhaus ",233,fullname,2026-06-28,
nathaniel schutta,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
tim sparg,timothysparg,HIGH,Tim Sparg,,2,fullname+jvmrepo,2026-06-28,
zoe steinkamp,zoesteinkamp,MED,Zoe Steinkamp,,24,fullname,2026-06-28,2026-09-26
chris sterling,csterwa,HIGH,Chris Sterling,Broadcom / VMware,35,fullname+jvmrepo,2026-06-28,
kevin strohmeyer,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
anders swanson,anders-swanson,HIGH,Anders Swanson,Oracle,41,fullname,2026-06-28,
brandon tylke,btylke,HIGH,Brandon Tylke,,1,fullname+jvmrepo,2026-06-28,
heather vancura,heathervc,HIGH,Heather VanCura,Java Community Process,33,fullname,2026-06-28,
dan vega,danvega,HIGH,Dan Vega,"Code Monkey, LLC",4407,fullname+jvmrepo,2026-06-28,
phil webb,prwebbuk,MED,Phil Webb,Valorem Reply Ltd,0,fullname,2026-06-28,2026-09-26
rob winch,rwinch,HIGH,Rob Winch,Broadcom,1317,fullname,2026-06-28,
brad wood,bdw429s,HIGH,Brad Wood,@Ortus-Solutions @ColdBox ,98,fullname,2026-06-28,
ted m young,tedyoung,HIGH,Ted M. Young,"Spiral Learning, LLC",309,fullname-ascii,2026-06-28,
ho jong yu,yuhojong91,HIGH,Ho Jong Yu,,1,fullname+jvmrepo,2026-06-28,
daneez zamangil,daneez-evity,MED,Daneez Zamangil,,0,fullname,2026-06-28,2026-09-26
richard fichtner,rfichtner,HIGH,Richard Fichtner,XDEV Software,44,fullname+jvmrepo,2026-06-28,
robert eichenseer,RobertEichenseer,MED,Robert Eichenseer,,62,fullname,2026-06-28,2026-09-26
johannes rabauer,JohannesRabauer,HIGH,Johannes Rabauer,@xdev-software,24,fullname+jvmrepo,2026-06-28,
christoph menzel,TCExpert,HIGH,Christoph Menzel,,0,fullname+jvmrepo,2026-06-28,
marco emrich,marcoemrich,HIGH,Marco Emrich,codecentric,134,fullname+jvmrepo,2026-06-28,
sven eiter,sjeiter,MED,Sven Eiter,adesso SE,0,fullname,2026-06-28,2026-09-26
stefan mintert,stefanmintert,MED,Stefan Mintert,Kutura.digital,5,fullname,2026-06-28,2026-09-26
viktor rechel,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
thomas lemberger,lembergerth,MED,Thomas Lemberger,@sosy-lab ,14,fullname,2026-06-28,2026-09-26
sebastian hempel,ithempel,HIGH,Sebastian Hempel,IT-Consulting Hempel,7,fullname+jvmrepo,2026-06-28,
janek fellien,jfellien,MED,Janek Fellien,,46,fullname,2026-06-28,2026-09-26
johannes dienst,JohannesDienst,MED,Johannes Dienst,adesso SE,10,fullname,2026-06-28,2026-09-26
gregor biswanger,GregorBiswanger,HIGH,Gregor Biswanger,https://www.my-coding-zone.de,348,fullname+dominant,2026-06-28,
marcus fihlon,McPringle,HIGH,Marcus Fihlon,,73,fullname+jvmrepo,2026-06-28,
gerd aschemann,ascheman,HIGH,Gerd Aschemann,Freelancer,53,fullname+jvmrepo,2026-06-28,
tobias frech,JOpsDev,HIGH,Tobias Frech,,10,fullname+jvmrepo,2026-06-28,
dominik galler,dominikgaller,HIGH,Dominik Galler,esentri - Part of Gofore Group,9,fullname+jvmrepo,2026-06-28,
benedikt loup,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
thorsten wussow,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
sinan yildirim,sinanyil81,MED,Kasim Sinan YILDIRIM,University of Trento and Ege University,41,fullname,2026-06-28,2026-09-26
fried saacke,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dr venkat subramaniam,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
katrin rabow,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
nabil abdel hafeez,987Nabil,HIGH,Nabil Abdel-Hafeez,Rewe Digtial,48,fullname-ascii+jvmrepo,2026-06-28,
alexander von below,below,HIGH,Alexander von Below,@telekom,281,fullname+dominant,2026-06-28,
marvin rensing,MetroMarv,HIGH,Marvin Rensing,OpenValue Düsseldorf GmbH,12,fullname+jvmrepo,2026-06-28,
felix tensing,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dr oliver kopp,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
giulia maier,gimaier,MED,Giulia Maier,,0,fullname,2026-06-28,2026-09-26
michael landreh,surfermicha,HIGH,Michael Landreh,@viadee ,4,fullname+jvmrepo,2026-06-28,
lena tangelder,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dr felix kammerlander,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
stefan nachtrab,st3v0rr,MED,Stefan Nachtrab,@adorsys,12,fullname,2026-06-28,2026-09-26
emil pawlowski,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
arno scholz,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
fedor zholud,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
sven woltmann,SvenWoltmann,HIGH,Sven Woltmann,HappyCoders GmbH,159,fullname+jvmrepo,2026-06-28,
clemens hubner,clemens-huebner,MED,Clemens Hübner,,2,fullname,2026-06-28,2026-09-26
fin labusch,futzlig,HIGH,Fin Labusch,Freelancer,0,fullname+jvmrepo,2026-06-28,
thomas ruhroth,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
holger jansen,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
carmen delgado,cldelgadop,MED,Carmen Delgado,Eclipse Foundation,17,fullname,2026-06-28,2026-09-26
dennis schladebeck,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alexander eimer,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dan denich,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
edward jacob fakhouri,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
rainald menge sonnentag,Kirodar,MED,Rainald Menge-Sonnentag,Heise Medien GmbH,1,fullname-ascii,2026-06-28,2026-09-26
daniel vergien,dve,HIGH,Daniel Vergien,,4,fullname+jvmrepo,2026-06-28,
bernhard lowenstein,lion78at,MED,Bernhard Löwenstein,,1,fullname,2026-06-28,2026-09-26
ionida lowenstein,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ole koring,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
joern karthaus,JKarthaus,HIGH,Joern Karthaus,https://joern-karthaus.de/,5,fullname+jvmrepo,2026-06-28,
markus zimmermann,zimmski,HIGH,Markus Zimmermann,Symflower,145,fullname+dominant,2026-06-28,
ingo eichhorst,ingo-eichhorst,MED,Ingo Eichhorst,,21,fullname,2026-06-28,2026-09-26
michael vitz,mvitz,HIGH,Michael Vitz,@innoq,44,fullname+jvmrepo,2026-06-28,
dr jens bendisposto,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
gregor trefs,gtrefs,HIGH,Gregor Trefs,,62,fullname+jvmrepo,2026-06-28,
sebastian rose,srose,HIGH,Sebastian Rose,DeStatis,49,fullname+jvmrepo,2026-06-28,
ferdinand ade,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
jochen mader,codepitbull,HIGH,Jochen Mader,hivemq,92,fullname+jvmrepo,2026-06-28,
michaela schrotel,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
christoph gerlach,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
christian fritz,chfritz,HIGH,Christian Fritz,Transitive Robotics,63,fullname+dominant,2026-06-28,
daniel kocot,danielkocot,MED,Daniel Kocot,@adorsys,29,fullname,2026-06-28,2026-09-26
dr miriam greis,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
lisa rosenberg,lisa-rosenberg,HIGH,Lisa Rosenberg,@msg-DAVID-GmbH,13,fullname+jvmrepo,2026-06-28,
leonora der,leonorader,HIGH,Leonóra Dér,,10,fullname+jvmrepo,2026-06-28,
sina orth,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marc hoffmann,marchof,HIGH,Marc R. Hoffmann,@mtrail GmbH ,155,fullname+jvmrepo,2026-06-28,
andres almiray,aalmiray,HIGH,Andres Almiray,,984,fullname+jvmrepo,2026-06-28,
andrej lustin,andrakula,HIGH,Andrej Lustin,,3,fullname+jvmrepo,2026-06-28,
nikolas hermann,nikolashermann,HIGH,Nikolas Hermann,E. Breuninger GmbH & Co.,2,fullname+jvmrepo,2026-06-28,
wolfgang schell,jetztgradnet,HIGH,Wolfgang Schell,,36,fullname+jvmrepo,2026-06-28,
benjamin wolf,programming-wolf,MED,Benjamin Wolf,@innoq ,17,fullname,2026-06-28,2026-09-26
altug bilgin altintas,altuga,HIGH,Altuğ Bilgin ALTINTAŞ,ING Tech,274,fullname+jvmrepo,2026-06-28,
laurens van der kooi,LvdKooi,HIGH,Laurens van der Kooi,,4,fullname+jvmrepo,2026-06-28,
lukas ladenberger,ladenberger,HIGH,Lukas Ladenberger,,12,fullname+jvmrepo,2026-06-28,
carsten lill,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
martin toshev,martinfmi,HIGH,Martin Toshev,,56,fullname+jvmrepo,2026-06-28,
prof dr cay horstmann,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
sascha selzer,tommy1199,HIGH,Sascha Selzer,,8,fullname+jvmrepo,2026-06-28,
marcel bagemihl,mbagemihl,HIGH,Marcel Bagemihl,@Consid,11,fullname+jvmrepo,2026-06-28,
christofer dutz,chrisdutz,HIGH,Christofer Dutz,Christofer Dutz,149,fullname+jvmrepo,2026-06-28,
matthias bunger,Bukama,HIGH,Matthias Bünger,,23,fullname+jvmrepo,2026-06-28,
daniel rosowski,drosowski,HIGH,Daniel Rosowski,@SmartsquareGmbH,17,fullname+jvmrepo,2026-06-28,
dr jendrik johannes,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dr mihaela gheorghe roman,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
martijn dashorst,dashorst,HIGH,Martijn Dashorst,@topicusonderwijs,68,fullname+jvmrepo,2026-06-28,
frederik wystup,DG1001,MED,Frederik Wystup,,9,fullname,2026-06-28,2026-09-26
andreas voigt,voigtan,MED,Andreas Voigt,@ingka-group-digital,10,fullname,2026-06-28,2026-09-26
lukas pradel,lpradel,HIGH,Lukas Pradel,Deutsche Bahn / DB Fernverkehr AG,40,fullname+jvmrepo,2026-06-28,
marta blaszczyk,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
marco klaassen,marcoklaassen,HIGH,Marco Klaassen,Red Hat GmbH,26,fullname+jvmrepo,2026-06-28,
sebastian sprenger,sprengr,MED,Sebastian Sprenger,,31,fullname,2026-06-28,2026-09-26
felix seidel,Shark,HIGH,Felix Seidel,sending.ac,67,fullname+dominant,2026-06-28,
tamara josten,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
christoph eifert,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
carsten czeczine,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
prof dr olaf herden,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
miroslav wengner,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
benjamin marwell,bmarwell,HIGH,Benjamin Marwell,Finanz Informatik GmbH & Co. KG,78,fullname+jvmrepo,2026-06-28,
melanie andrisek,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
felix medam,SputnikTea,MED,Felix Medam,,3,fullname,2026-06-28,2026-09-26
christian heilmann,codepo8,MED,Christian Heilmann,,2796,fullname,2026-06-28,2026-09-26
dominika tasarz sochacka,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
artun subasi,ArtunSubasi,HIGH,Artun Subasi,esentri AG,16,fullname+jvmrepo,2026-06-28,
sascha bohme,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jan knoblich,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
edwin gunthner,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
benedikt werner,benediktwerner,MED,Benedikt Werner,,123,fullname,2026-06-28,2026-09-26
marius hanl,Maran23,HIGH,Marius Hanl,,37,fullname+jvmrepo,2026-06-28,
florian sommer,fsteckel,MED,Florian Sommer,,0,fullname,2026-06-28,2026-09-26
moritz tiedje,moritztiedje,HIGH,Moritz Tiedje,,1,fullname+jvmrepo,2026-06-28,
david burkhart,davidburkhart,HIGH,David Burkhart,@andrena,18,fullname+jvmrepo,2026-06-28,
marcus norder tuitje,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ed burns,edburns,HIGH,Ed Burns,@microsoft ,148,fullname+jvmrepo,2026-06-28,
oliver manz,olivermanz,HIGH,Oliver Manz,,0,fullname+jvmrepo,2026-06-28,
julia pedak,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
thomas krieger,tom-krieger,HIGH,Thomas Krieger,THK IT Beratung,0,alias,2026-06-28,
christoph iserlohn,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dr stefan schlott,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
prof dr johannes schildgen,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jan jurjens,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dr annegret junker,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jonas bandi,jbandi,MED,Jonas Bandi,,55,fullname,2026-06-28,2026-09-26
fabrizio beretta piccoli,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
nadine broghammer,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
celine camacho,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
giovanni degiorgi,degiorgig,HIGH,Giovanni Degiorgi,https://degiorgi.consulting,23,fullname+jvmrepo,2026-06-28,
jasmin fluri,jfluri,HIGH,Jasmin Fluri,@Schaltstelle,18,fullname,2026-06-28,
younes jaaidi,yjaaidi,HIGH,Younes Jaaidi,Marmicode,202,fullname,2026-06-28,
vojtech masek,vmasek,HIGH,Vojtech Mašek,@flowup ,91,fullname,2026-06-28,
stefano maestri,maeste,HIGH,Stefano Maestri,Red Hat,56,fullname+dominant,2026-06-28,
connor mcdonald,connormcd,HIGH,Connor McDonald,,195,fullname,2026-06-28,
maurice naftalin,MauriceNaftalin,HIGH,Maurice Naftalin,,34,fullname+jvmrepo,2026-06-28,
francesco nigro,franz1981,HIGH,Francesco Nigro,,243,fullname+jvmrepo,2026-06-28,
warren parad,wparad,HIGH,Warren Parad,@Authress,69,fullname,2026-06-28,
alessandra pasini,alepas,HIGH,Alessandra Pasini,AWS,10,fullname+jvmrepo,2026-06-28,
emanuel peter,eme64,HIGH,Emanuel Peter,Oracle,58,fullname,2026-06-28,
marc sallin,msallin,HIGH,Marc Sallin,Swiss Post,76,fullname,2026-06-28,
makan sepehrifar,makan1869,HIGH,Makan Sepehrifar,Self Employed,8,fullname+jvmrepo,2026-06-28,
alessio soldano,asoldano,HIGH,Alessio Soldano,,50,fullname+org,2026-06-28,
cesar soto valero,cesarsotovalero,HIGH,César Soto Valero,KTH Royal Institute of Technology,71,fullname+jvmrepo,2026-06-28,
pawel sucho biak,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
janina sutter,j-sutter,HIGH,Janina Sutter,@redhat,0,fullname,2026-06-28,
eros taborelli,erost,HIGH,Eros Taborelli,Julius Baer,15,fullname,2026-06-28,
joel verezhak,verejoel,MED,Joel Verezhak,Open Systems AG,7,fullname,2026-06-28,2026-09-26
federico yankelevich,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
al rodriguez,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
alexis fortin cote,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ali amine ghazali,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
andres pineda,ajpinedam,MED,Andres Pineda,,296,fullname,2026-06-28,2026-09-26
andrew lombardi,kinabalu,HIGH,Andrew Lombardi,"Mystic Coders, LLC",71,fullname,2026-06-28,
anna filina,afilina,HIGH,Anna Filina,OpenSesame,339,fullname+dominant,2026-06-28,
anthony vallee dubois,anthonyvd,HIGH,Anthony Vallee-Dubois,Google,6,fullname-ascii,2026-06-28,
arne blankerts,theseer,HIGH,Arne Blankerts,thePHP.cc,391,fullname,2026-06-28,
arvin singla,arvinsingla,MED,Arvin Singla,,25,fullname,2026-06-28,2026-09-26
ashleigh lodge,shimmoril-zz,HIGH,Ashleigh Lodge,@Neovation ,1,fullname,2026-06-28,
ben dechrai,bendechrai,MED,Ben Dechrai,,99,fullname,2026-06-28,2026-09-26
benoit des ligneris,bligneri,MED,Benoît des Ligneris,Fractional CPO/CTO,3,fullname,2026-06-28,2026-09-26
carl alexander,carlalexander,HIGH,Carl Alexander,,468,fullname+org,2026-06-28,
carl lapierre,carllapierre,HIGH,Carl Lapierre,@Osedea ,15,fullname,2026-06-28,
cedric l homme,rangzen,MED,Cedric L'homme,,16,fullname,2026-06-28,2026-09-26
chad green,chadutah,MED,Chad Green,,3,fullname,2026-06-28,2026-09-26
chris hartjes,chartjes,HIGH,Chris Hartjes,Grumpy Learning Inc.,349,fullname+dominant,2026-06-28,
christopher harrison,GeekTrainer,HIGH,Christopher Harrison,GitHub,2640,fullname,2026-06-28,
christopher neugebauer,chrisjrn,HIGH,Christopher Neugebauer,@toolchainlabs ,55,fullname+dominant,2026-06-28,
damien seguy,dseguy,HIGH,Seguy Damien,Exakat,113,fullname,2026-06-28,
daniel mikusa,dmikusa,MED,Daniel Mikusa,,135,fullname,2026-06-28,2026-09-26
daniel scherzer,danielscherzer,MED,Daniel Scherzer,rwu.de,34,fullname,2026-06-28,2026-09-26
dave liddament,DaveLiddament,HIGH,Dave Liddament,@lampbristol ,82,fullname,2026-06-28,
david buchmann,dbu,MED,David Buchmann,,459,fullname,2026-06-28,2026-09-26
david guida,mizrael,HIGH,David Guida,Microsoft,419,fullname,2026-06-28,
derick rethans,derickr,MED,Derick Rethans,,1823,fullname,2026-06-28,2026-09-26
dwayne mcdaniel,mcdwayne,HIGH,Dwayne McDaniel,GitGuardian,42,fullname,2026-06-28,
erik beaulieu,ebeaulieu-mirego,MED,Erik Beaulieu,Mirego,0,fullname,2026-06-28,2026-09-26
erik hanchett,ErikCH,HIGH,Erik Hanchett,AWS,1601,fullname,2026-06-28,
etienne caron,kanawish,HIGH,Etienne Caron,Kanastruk Service Conseil Inc.,265,fullname,2026-06-28,
etienne vezina,mrevezina,MED,Etienne Vezina,,0,fullname-ascii,2026-06-28,2026-09-26
florian engelhardt,realFlowControl,HIGH,Florian Engelhardt,@DataDog,103,fullname,2026-06-28,
francis lavoie,francislavoie,HIGH,Francis Lavoie,@Vectorface,279,fullname+dominant,2026-06-28,
francis pieraut,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
frank boucher,fboucher,MED,Frank Boucher,,343,fullname,2026-06-28,2026-09-26
gerard sans,gsans,HIGH,Gerard Sans,FlatEarth,443,fullname,2026-06-28,
guy nesher,gnesher,HIGH,Guy Nesher,Redis,16,fullname,2026-06-28,
heath kesler,heathkes,MED,Heath Kesler,,0,fullname,2026-06-28,2026-09-26
henri helvetica,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
henri tremblay,henri-tremblay,HIGH,Henri Tremblay,TS Imagine,186,fullname,2026-06-28,
jessica tornare,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
joel tosi,jtosi,HIGH,Joel Tosi,,2,fullname+jvmrepo,2026-06-28,
johan janssens,johanjanssens,HIGH,Johan Janssens,Timble ,114,fullname,2026-06-28,
jonathan marcil,jmarcil,MED,Jonathan Marcil,@OWASP,37,fullname,2026-06-28,2026-09-26
jordan kasper,jakerella,MED,Jordan Kasper,,175,fullname,2026-06-28,2026-09-26
josh reed,jriddy,HIGH,Josh Reed,@aiven ,12,fullname,2026-06-28,
joyce peralta,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
julian egelstaff,jegelstaff,MED,Julian Egelstaff,,15,fullname,2026-06-28,2026-09-26
justine gehring,justine-gehring,MED,justine-gehring,,0,fullname,2026-06-28,2026-09-26
karol deland,karoldeland,MED,Karol Deland,,1,fullname,2026-06-28,2026-09-26
kathryn grayson nanz,kathryngraysonnanz,MED,Kathryn Grayson Nanz,,47,fullname,2026-06-28,2026-09-26
kilian valkhof,Kilian,HIGH,Kilian Valkhof,Polypane,543,fullname,2026-06-28,
kito mann,kito99,HIGH,Kito D. Mann,"Virtua, Inc.",61,fullname,2026-06-28,
loic trehin,LoicTrehin,HIGH,Loïc Tréhin,@esa-series,6,fullname,2026-06-28,
louis beaudoin allaire,lballaire,MED,Louis Beaudoin-Allaire,ShareGate,4,fullname-ascii,2026-06-28,2026-09-26
maarten balliauw,maartenba,HIGH,Maarten Balliauw,,833,fullname,2026-06-28,
marc antoine aube,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marcus bointon,Synchro,HIGH,Marcus Bointon,Synchromedia Ltd (@synchromediauk),818,fullname+dominant,2026-06-28,
marian marinov,hackman,MED,Marian Marinov,,368,fullname,2026-06-28,2026-09-26
mario bittencourt,bicatu,HIGH,Mario Bittencourt,SAP,15,fullname,2026-06-28,
martin legris,mlegris,HIGH,Martin Legris,The Obvious Leap,5,fullname,2026-06-28,
mathieu fillion,MatFillion,MED,Mathieu Fillion,@nventive ,7,fullname,2026-06-28,2026-09-26
mathieu santostefano,welcoMattic,MED,Mathieu Santostefano,,206,fullname,2026-06-28,2026-09-26
mathys deshaies,MathPow,HIGH,Mathys Deshaies,Desjardins,11,fullname,2026-06-28,
maxime david,maxday,HIGH,Maxime David,AWS,183,fullname,2026-06-28,
micah silverman,dogeared,HIGH,Micah Silverman,,134,fullname+jvmrepo,2026-06-28,
michael dawson,mhdawson,HIGH,Michael Dawson,,929,fullname,2026-06-28,
mikael francoeur,LeMikaelF,HIGH,Mikaël Francoeur,,26,fullname+jvmrepo,2026-06-28,
mohamed wali,Wali-Mohamed,MED,Wali Mohamed,,13,fullname,2026-06-28,2026-09-26
nicholas nadeau,engnadeau,HIGH,"Nicholas Nadeau, Ph.D., P.Eng.",@Onix-AI ,76,fullname,2026-06-28,
nick taylor,nickytonline,HIGH,Nick Taylor,@pomerium,725,fullname,2026-06-28,
paul conroy,conroyp,HIGH,Paul Conroy,Square1.io,39,fullname,2026-06-28,
pavel makhov,ls-pavel-makhov,HIGH,Pavel Makhov,@lightspeed,5,fullname,2026-06-28,
peter zaitsev,PeterZaitsev,HIGH,Peter Zaitsev,Percona,33,fullname,2026-06-28,
philippe arteau,h3xstream,HIGH,Philippe Arteau,,539,fullname+jvmrepo,2026-06-28,
ralf westphal,ralfw,MED,Ralf Westphal,,86,fullname,2026-06-28,2026-09-26
raphael rougeron,goldoraf,MED,Raphaël Rougeron,,36,fullname,2026-06-28,2026-09-26
reza madabadi,MadReza,HIGH,Reza Madabadi,,51,fullname+jvmrepo,2026-06-28,
rida al barazi,rbarazi,HIGH,Rida Al Barazi,@amidship ,105,fullname,2026-06-28,
rob richardson,robrich,MED,Rob Richardson,,489,fullname,2026-06-28,2026-09-26
robert hodges,hodgesrm,HIGH,Robert Hodges,"Altinity, Inc.",34,fullname,2026-06-28,
rowdy rabouw,rowdyrabouw,MED,Rowdy Rabouw,rowdy.codes,41,fullname,2026-06-28,2026-09-26
scott stroz,ScottStroz,HIGH,Scott Stroz,Oracle,0,fullname,2026-06-28,
semira allen,semiraallen21,MED,Semira Nina Allen,,0,fullname,2026-06-28,2026-09-26
shao hang he,devnetf,MED,Shao Hang He,,6,fullname,2026-06-28,2026-09-26
sherif behna,shbehna,HIGH,Sherif Behna,,2,fullname+jvmrepo,2026-06-28,
simon macdonald,macdonst,HIGH,Simon MacDonald,@sanity-io,460,fullname,2026-06-28,
stephan hochdoerfer,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
tamires marcal,tamiresco,MED,TAMIRES CORREA MARCAL,USP,5,fullname,2026-06-28,2026-09-26
thibault friedrich,friedrith,MED,Thibault Friedrich,@interaction-dynamics,47,fullname,2026-06-28,2026-09-26
thijs feryn,ThijsFeryn,HIGH,Thijs Feryn,@varnish,148,fullname,2026-06-28,
vagmi mudumbai,vagmi,HIGH,Vagmi Mudumbai,"@uraiai, @niraitech ",135,fullname,2026-06-28,
wesley cabus,wcabus,HIGH,Wesley Cabus,@duendesoftware,46,fullname,2026-06-28,
xavier bouclet,mikrethor,HIGH,Xavier Bouclet,La Fabrique Digit'Owl,13,fullname,2026-06-28,
johan van de wauw,johanvdw,MED,Johan Van de Wauw,,40,fullname,2026-06-28,2026-09-26
fosdem staff,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
richard richih hartmann,RichiH,HIGH,Richard Hartmann,Grafana Labs,413,fullname,2026-06-28,
luca boccassi,bluca,HIGH,Luca Boccassi,@microsoft,296,fullname,2026-06-28,
kristof beyls,kbeyls,MED,Kristof Beyls,,31,fullname,2026-06-28,2026-09-26
jan fajerski,jan--f,MED,Jan Fajerski,Red Hat,33,fullname,2026-06-28,2026-09-26
kathy giori,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
stephane graber,stgraber,HIGH,Stéphane Graber,@zabbly,1110,fullname+dominant,2026-06-28,
jose e marchesi,jemarch,MED,Jose E. Marchesi,,15,fullname-ascii,2026-06-28,2026-09-26
karen sandler,karensandler,MED,Karen M. Sandler,Software Freedom Conservancy,4,fullname,2026-06-28,2026-09-26
alexander bokovoy,abbra,HIGH,Alexander Bokovoy,@RedHatOfficial,77,fullname+dominant,2026-06-28,
iker pedrosa,ikerexxe,HIGH,Iker Pedrosa,Red Hat,18,fullname,2026-06-28,
gabor szarnyas,szarnyasg,HIGH,Gabor Szarnyas,"@DuckDB, @LDBC",263,fullname-ascii,2026-06-28,
maartje eyskens,meyskens,HIGH,Maartje Eyskens,@mect & @cofide,539,fullname+dominant,2026-06-28,
max mehl,mxmehl,HIGH,Max Mehl,@dbsystel @OpenRailAssociation @fsfe @f-droid,61,fullname,2026-06-28,
bjorn topel,bjoto,MED,Björn Töpel,,54,fullname,2026-06-28,2026-09-26
lorenzo miniero,lminiero,HIGH,Lorenzo Miniero,Meetecho,334,fullname+dominant,2026-06-28,
cornelius schumacher,cornelius,HIGH,Cornelius Schumacher,DB Systel GmbH,260,fullname+dominant,2026-06-28,
tellier benoit,chibenwa,HIGH,Benoit TELLIER,Linagora,92,fullname+jvmrepo,2026-06-28,
konstantina papadea,couci,MED,Konstantina Papadea,,86,fullname,2026-06-28,2026-09-26
alexios zavras zvr,zvr,HIGH,Alexios Zavras (zvr),,89,fullname-ascii+jvmrepo,2026-06-28,
damian poddebniak,duesee,MED,Damian Poddebniak,,62,fullname,2026-06-28,2026-09-26
mechiel lukkien,mjl-,MED,Mechiel Lukkien,,273,fullname,2026-06-28,2026-09-26
